label,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,kmeans
1.6,0.652386158,0.672402874,0.741636723,0.786396545,0.800568004,0.859647514,0.922408223,0.924922958,0.970734186,1.038821878,1.053576886,1.135316054,1.148239431,1.232172802,1.283468138,7
2.9,1.040337618,0.967764825,0.90367081,0.854827595,0.815092388,0.768171066,0.768624855,0.762217213,0.790940851,0.810930369,0.757593972,0.795284029,0.80790924,0.837495158,0.85263165,0
16.3,1.923048412,1.848627118,1.807911557,1.784156629,1.777826945,1.754805935,1.795594377,1.815667445,1.904836058,1.98795759,1.965750548,2.0008092,2.045551743,2.124481127,2.217524748,6
4.6,1.63467071,1.625482016,1.672117019,1.718100588,1.75729811,1.817740589,1.933057972,2.016832795,2.174962354,2.334512138,2.353576894,2.438396947,2.479249988,2.521020827,2.545169304,0
2.4,1.655190309,1.656708466,1.726849747,1.756394802,1.760672019,1.84888241,1.897597185,1.876226831,1.931149739,1.955216614,1.885901822,1.940386678,1.908346182,1.883118006,1.889657941,7
13.9,2.638914057,2.557934777,2.513140534,2.452708485,2.437386158,2.37576629,2.372707527,2.350915407,2.331841514,2.37401955,2.284703354,2.312692049,2.339227054,2.400376813,2.42408706,3
7.6,1.41985711,1.323900367,1.245368976,1.189777669,1.149042716,1.090013297,1.088156543,1.057392629,1.084762403,1.106817986,1.040281659,1.072406799,1.096149224,1.14664835,1.16297518,6
19.6,2.641060753,2.583423524,2.545888666,2.463475085,2.421490773,2.347299188,2.325585795,2.284793625,2.231434016,2.220611623,2.084017181,2.069059244,2.066101325,2.097812086,2.101584505,2
14,2.660749931,2.592272765,2.550884487,2.482997137,2.472638233,2.410723871,2.391474903,2.366275987,2.341670675,2.370583033,2.255264582,2.259287935,2.274446911,2.32344116,2.344606184,2
1.4,1.847050945,1.743276172,1.646202456,1.565584318,1.493358952,1.407140186,1.371459993,1.306601941,1.307709624,1.317221115,1.229719725,1.23263218,1.255522991,1.297878431,1.317773137,6
9,1.411183226,1.346030857,1.30623367,1.337909716,1.344985973,1.340370916,1.426123839,1.469372347,1.575777214,1.646916418,1.639034973,1.724090283,1.793778786,1.898657127,1.947981525,0
10.4,1.457430896,1.403152527,1.370449554,1.403911943,1.424047686,1.422008772,1.511975643,1.571913425,1.686582271,1.774534786,1.793759587,1.88752541,1.956637495,2.062175129,2.1127709,0
2.2,1.178293613,1.104534061,1.041478335,0.996538184,0.960148031,0.914336098,0.917942585,0.895119388,0.933959656,0.968137996,0.90464622,0.944427649,0.956784184,0.998579953,1.012034706,6
5.7,2.193247618,2.062236617,1.965567291,1.870352864,1.783399362,1.678656929,1.631410383,1.554412626,1.553121359,1.574057402,1.472011872,1.46301288,1.48134774,1.521574791,1.525380371,6
5.7,2.07615798,2.05590415,2.120713443,2.206045784,2.293666711,2.299379367,2.400992469,2.482911648,2.58796277,2.696596634,2.683843484,2.75573923,2.778398354,2.813380353,2.804581007,4
14.6,2.649734491,2.591164901,2.554856477,2.481162945,2.455213951,2.390268218,2.365293757,2.326871295,2.295775237,2.30732998,2.16737606,2.157592906,2.15418063,2.18778806,2.1950302,2
2.7,2.448982714,2.366038642,2.284570939,2.192798322,2.121767428,2.004145942,1.925042369,1.819209673,1.757351696,1.755158613,1.61160741,1.573237231,1.552806395,1.570786622,1.564328646,9
9.8,2.289168307,2.252252574,2.255177165,2.243658208,2.275264556,2.289055589,2.395008216,2.446361609,2.516917012,2.621512508,2.608808035,2.680457137,2.731508019,2.799265218,2.836793433,4
6.8,2.592526415,2.531980632,2.510146406,2.481019585,2.49861368,2.480744928,2.522775819,2.54796402,2.609058535,2.70957495,2.674443674,2.734725584,2.771064413,2.811295252,2.831629126,4
1.7,0.40979869,0.39711613,0.423874105,0.431467247,0.445908331,0.484602248,0.516108391,0.517317062,0.549338258,0.577055214,0.570312111,0.631549093,0.649041045,0.731071051,0.758969829,7
25.8,1.184699366,1.199526809,1.249023375,1.313491063,1.371353256,1.466143768,1.652646647,1.745637639,1.8506384,1.924791046,1.882919747,1.990047007,1.964068054,1.942855764,1.9439697,0
20.9,2.629297052,2.557166245,2.497597825,2.431028971,2.414243154,2.339780486,2.326068276,2.29837077,2.253193014,2.273246219,2.167741033,2.168762545,2.180891545,2.229716186,2.244604033,3
22.8,1.29287447,1.284838141,1.301611532,1.363809207,1.406024308,1.456203932,1.63426536,1.78640494,1.932056067,2.03302735,2.009694849,2.085061269,2.122088936,2.140810887,2.111946396,0
20.7,1.089226563,1.115734673,1.179215253,1.265147781,1.337541163,1.418332371,1.52745652,1.575321488,1.691524717,1.754412274,1.701182664,1.739738085,1.713512213,1.725426177,1.758962966,0
21.8,2.416701181,2.337820769,2.299559637,2.227982597,2.206063534,2.161102248,2.138988226,2.092726905,2.087469177,2.147350913,2.082787573,2.115064594,2.155801544,2.2108124,2.212078757,3
22.1,2.665295359,2.60248515,2.583568952,2.523688521,2.484369408,2.40283944,2.379427933,2.332885754,2.285234523,2.296475999,2.132102935,2.086927886,2.078153661,2.09434849,2.091479528,2
0.4,1.171579558,1.114321538,1.078553478,1.08031288,1.072033138,1.059038219,1.122893541,1.138570716,1.228502183,1.273970135,1.240930121,1.292371809,1.343327197,1.427188142,1.432950386,0
1.9,0.494147877,0.518733073,0.523017356,0.553335398,0.572206719,0.540638915,0.573951454,0.583322152,0.628132456,0.653210114,0.686450639,0.721003216,0.729599009,0.771124829,0.769979872,0
13.5,1.715013555,1.91807627,2.024811521,2.139345274,2.230984765,2.179026156,2.24017809,2.252924365,2.251557014,2.238755521,2.236316041,2.235259527,2.267777334,2.279617362,2.242786589,0
1.2,1.286593076,1.345903569,1.32469481,1.356831397,1.369625907,1.345248278,1.424665559,1.441263646,1.508297348,1.588030016,1.620059038,1.578021179,1.55576813,1.524607202,1.484784603,7
9.4,1.956309867,1.882835975,1.781710659,1.724667368,1.730061379,1.594398771,1.56095641,1.548661911,1.571437138,1.567207411,1.576121463,1.561970701,1.588702502,1.582306715,1.607717142,6
2.2,2.237821589,2.228889842,2.165645433,2.114672202,2.158323431,2.073193987,2.081179819,2.108323378,2.14975349,2.152775443,2.199156444,2.193856919,2.283735291,2.318251461,2.40513963,3
9.1,2.413907671,2.424999127,2.413813073,2.418935301,2.481327013,2.415439846,2.459178122,2.488240571,2.547097615,2.575961528,2.619583992,2.613323742,2.661054607,2.690190923,2.764439779,4
4.1,1.601821817,1.567428642,1.509448935,1.523816321,1.552733512,1.46679458,1.472323692,1.494555045,1.538802615,1.545708849,1.588746089,1.611117845,1.642804419,1.653678099,1.682480853,6
6.7,1.732431677,1.903828351,1.989184234,2.093886051,2.168902572,2.112352786,2.175877775,2.169748693,2.158194349,2.152320931,2.158081795,2.166352248,2.189865427,2.192378475,2.154721923,0
3.4,1.914355603,1.843666232,1.739311858,1.682933448,1.679918503,1.538055187,1.493648924,1.479582338,1.500082583,1.497114008,1.503961586,1.494532508,1.512302843,1.494759706,1.509306489,6
1.4,0.563539605,0.611531234,0.63082041,0.682659518,0.716055796,0.70017591,0.750647038,0.745549921,0.80901896,0.83700501,0.896586355,0.947763277,0.990988016,1.062368306,1.064615781,7
9.2,1.752330737,1.695920155,1.597435845,1.558818918,1.567826649,1.440101907,1.411171935,1.420684084,1.452877874,1.459759966,1.479797903,1.484595328,1.497840878,1.483307123,1.49530581,6
7.1,1.679160144,1.883074503,1.990526296,2.104388963,2.194521995,2.14040853,2.207490039,2.217860681,2.210838527,2.199311446,2.199091135,2.204702278,2.241321466,2.254581065,2.218573429,0
1.1,0.791438154,0.860781428,0.90755192,0.977187407,1.018849132,0.996530907,1.056416921,1.059247267,1.115633435,1.161178211,1.239922112,1.323793724,1.391348166,1.477710053,1.497979908,7
2.5,0.603849969,0.652104322,0.658203373,0.697318316,0.743115809,0.764216304,0.849250368,0.87944241,0.964916917,1.008148962,1.076858422,1.096375873,1.141984685,1.227597745,1.209635356,7
5.9,1.66776786,1.824917295,1.987018644,2.154808294,2.270781706,2.25537613,2.320181038,2.335243781,2.382423995,2.381685879,2.38267562,2.365327896,2.374527509,2.399311554,2.386230797,0
4.7,1.733217818,1.705500915,1.664050993,1.700344941,1.749975167,1.681666416,1.699425291,1.721648757,1.761916327,1.788915366,1.855602226,1.879841587,1.947561454,1.988936438,2.031772202,6
3.4,1.133938406,1.193287564,1.154045177,1.193746537,1.236442101,1.254247309,1.352914162,1.378264113,1.434821398,1.473621031,1.480811667,1.422076009,1.401041702,1.429179204,1.438943235,7
9,2.160621653,2.079011447,1.961128689,1.875098207,1.868955244,1.715349478,1.678088339,1.655945551,1.65776189,1.63833631,1.643136822,1.619592794,1.643255073,1.629839474,1.673083599,3
2,2.362612879,2.443445635,2.504897284,2.596189408,2.701017629,2.683707455,2.749429199,2.76962825,2.797549309,2.78285486,2.790078046,2.762443001,2.763062979,2.743948866,2.726710355,4
7,2.363133465,2.401937946,2.42934254,2.49980383,2.606049643,2.551623042,2.617779088,2.680379796,2.728556345,2.748025298,2.803677565,2.820026901,2.869430279,2.883935729,2.912732098,4
1.1,1.606120187,1.581407088,1.473936107,1.422381424,1.393531935,1.239183425,1.186677529,1.160843095,1.185388366,1.208562463,1.233790758,1.259987594,1.22608181,1.181157711,1.16109078,6
4.8,1.83327978,2.015606122,2.106706725,2.214875922,2.300731909,2.248318219,2.299526379,2.304640179,2.311524528,2.298202295,2.291594277,2.277428852,2.291947924,2.290678433,2.250822275,0
4.7,1.661852632,1.68184276,1.6934359,1.766830507,1.839386416,1.805578351,1.829646259,1.866815405,1.921984525,1.993371012,2.085452185,2.154248357,2.257708042,2.293541201,2.326232045,6
4.8,2.480744928,2.522775819,2.54796402,2.609058535,2.70957495,2.674443674,2.734725584,2.771064413,2.811295252,2.831629126,2.855881406,2.834888126,2.848738825,2.846093327,2.863380669,4
11.1,2.44848546,2.433600665,2.388086641,2.346208105,2.37977767,2.237017403,2.207812356,2.194246488,2.218017811,2.222669935,2.2422926,2.227358058,2.29853794,2.303640923,2.36249852,1
5.8,1.267136421,1.234604511,1.16482278,1.153949115,1.15788854,1.070224509,1.080111826,1.110013151,1.157060913,1.178797059,1.201659639,1.227295165,1.228824059,1.234599841,1.23467244,6
1.8,1.673273218,1.665970334,1.66713129,1.699145214,1.70088677,1.735326676,1.743484014,1.789183843,1.79475126,1.832875774,1.890259731,1.908102071,1.961257326,1.980727364,2.016797677,8
12.7,2.102893334,2.157379591,2.212734821,2.250624799,2.256477296,2.349940434,2.406368338,2.481599297,2.529844834,2.601677159,2.670189799,2.692643681,2.739380206,2.752036662,2.730913773,2
3.7,1.251874647,1.31792655,1.36040204,1.440566621,1.435488502,1.494618655,1.526235174,1.608918748,1.706284565,1.750033349,1.837430309,1.879758685,1.921110023,1.973762299,2.013873253,8
4.5,0.979100746,1.008789977,1.034131526,1.079588428,1.094738915,1.117864428,1.151647965,1.164369674,1.183027568,1.187744817,1.233398052,1.260337531,1.284044305,1.330938291,1.371771138,8
2.3,2.25537613,2.320181038,2.335243781,2.382423995,2.381685879,2.38267562,2.365327896,2.374527509,2.399311554,2.386230797,2.404022284,2.391158712,2.385607778,2.384913276,2.375257489,0
3.6,2.260207519,2.355768951,2.452052964,2.546300094,2.611363304,2.680913879,2.702915015,2.746082502,2.764053404,2.760896428,2.780404499,2.750618234,2.74541716,2.757954271,2.771065247,8
9.7,1.804942596,1.820924287,1.84665252,1.876382887,1.89897123,1.97288876,1.997732899,2.07102211,2.122064743,2.184563789,2.254527743,2.273849124,2.316964561,2.347683716,2.375139866,8
5.1,1.793759587,1.88752541,1.956637495,2.062175129,2.1127709,2.184341151,2.18642348,2.175594684,2.187474055,2.193305799,2.257525602,2.274364908,2.311407102,2.345163732,2.380689093,8
3.6,2.415439846,2.459178122,2.488240571,2.547097615,2.575961528,2.619583992,2.613323742,2.661054607,2.690190923,2.764439779,2.825947595,2.848327919,2.87765435,2.87431172,2.873374182,1
11.5,1.356190806,1.326251913,1.3391569,1.370199395,1.385644889,1.411799948,1.414226088,1.417888148,1.393801299,1.402073641,1.438627689,1.446955862,1.469254876,1.478739116,1.507887959,8
3.9,1.136295539,1.181649006,1.209337913,1.27614644,1.293814351,1.347780373,1.378759144,1.426209281,1.483390143,1.540240246,1.665364903,1.721705948,1.751495695,1.799104953,1.854751522,8
2.1,1.718315925,1.808086173,1.84399408,1.93767015,1.92947436,1.946009776,1.939033656,1.978286053,2.047116187,2.05239481,2.109859506,2.133351094,2.17159306,2.219383845,2.244210686,8
16,1.418207762,1.418821476,1.44039344,1.480639886,1.486909933,1.523941907,1.541491168,1.565475463,1.569013891,1.592673841,1.640559882,1.65420807,1.700249023,1.733663014,1.791770315,8
3.6,0.551163667,0.623584288,0.633560763,0.716643182,0.748913611,0.812352096,0.828251368,0.872325972,0.955135647,0.968795516,1.042845011,1.150721312,1.259972548,1.316651687,1.362973986,7
4,1.487351342,1.564975895,1.622171362,1.714079508,1.742552469,1.805246933,1.817943794,1.851563238,1.926769853,1.976099258,2.047643207,2.06380684,2.10583962,2.15303891,2.204287366,8
6.6,1.421559004,1.440378616,1.461660914,1.509689604,1.524719517,1.568243075,1.589437672,1.629788333,1.645400615,1.671649814,1.725468648,1.748150506,1.802931891,1.860467558,1.952770011,8
11,1.461013928,1.512630266,1.568244452,1.650636624,1.690933659,1.765556499,1.805843646,1.841041689,1.88665697,1.92558212,2.039213516,2.089177826,2.132972064,2.177895836,2.225188838,8
9.7,1.588917173,1.571092812,1.567443879,1.596975729,1.599772406,1.620433461,1.617653723,1.65296441,1.64901624,1.676200121,1.720735026,1.734086878,1.780804361,1.784032912,1.823951921,8
3.1,1.709031561,1.650539237,1.599586868,1.570294133,1.544204764,1.531932588,1.506282198,1.50411051,1.459635189,1.462965712,1.478457501,1.491830671,1.50360984,1.490200132,1.486648423,8
22.6,1.524010941,1.49785098,1.502508054,1.533814271,1.537408687,1.554632297,1.556425308,1.581575107,1.574797575,1.594978875,1.635907593,1.647702493,1.690713793,1.69418818,1.729459085,8
22.6,1.450058683,1.426243829,1.436971499,1.472243153,1.477117149,1.49865712,1.50491028,1.521835633,1.511358518,1.526328231,1.567703246,1.578525471,1.616408367,1.623477276,1.661588587,8
24.4,1.588403189,1.627071553,1.683010192,1.752584157,1.804812474,1.881487747,1.945138299,2.009528055,2.036519201,2.052123885,2.132117293,2.171292642,2.24186263,2.299926758,2.331259645,8
22.1,1.370151495,1.377508254,1.400300435,1.44106229,1.452717755,1.491575736,1.508667052,1.535522617,1.540504083,1.563771095,1.609453032,1.628109593,1.676635279,1.718653018,1.786703369,8
0,0.566523817,0.558451557,0.545214913,0.516654101,0.490792791,0.513853828,0.466238987,0.525984733,0.450739945,0.466794369,0.480238239,0.524924429,0.509414693,0.489303895,0.440975502,8
7.7,0.390243334,0.336979454,0.299259333,0.296483776,0.298414596,0.279988576,0.312740216,0.30614586,0.341004721,0.35192269,0.347015869,0.30896497,0.308005362,0.306968541,0.288570487,7
38.6,0.161221408,0.139772302,0.122347458,0.122945166,0.120710031,0.11553047,0.12609419,0.123392336,0.171239382,0.184938961,0.210095665,0.199439094,0.190141073,0.177546218,0.178729184,7
28.1,0.35530215,0.303154757,0.266023331,0.2596176,0.261148054,0.241138459,0.267787229,0.268306739,0.303109233,0.310966205,0.301744294,0.267267985,0.268183395,0.27133168,0.263331765,7
33.5,0.127417029,0.111117214,0.098585676,0.102915047,0.100931543,0.103076114,0.109878741,0.110015769,0.152540808,0.161595207,0.179471178,0.171712958,0.156827832,0.139079066,0.143143779,7
3.4,0.299579425,0.329185021,0.318907595,0.348704255,0.360820464,0.346507545,0.297877276,0.296684881,0.300945164,0.280128029,0.340103829,0.392853389,0.394692818,0.430008622,0.449606559,7
7.7,0.229487346,0.266217068,0.269322554,0.305823206,0.317868147,0.309259167,0.273352932,0.270827127,0.274549923,0.266677392,0.298954854,0.335174525,0.35501765,0.369672031,0.381855362,7
5.1,0.359584569,0.394436526,0.402671911,0.449048322,0.480558657,0.471096228,0.430509545,0.432439696,0.442808419,0.418884383,0.531212638,0.592610226,0.614441289,0.644599364,0.640010505,7
5.5,0.267584979,0.294607164,0.290081876,0.324468406,0.332412254,0.325858612,0.289897911,0.290084432,0.291880752,0.276802676,0.314771928,0.347226,0.35955839,0.37198199,0.383687558,7
6.2,0.254634925,0.273496411,0.269953233,0.304311628,0.309270548,0.300271946,0.266891582,0.267823672,0.270417818,0.258950798,0.291805412,0.322074338,0.343105461,0.353881747,0.366743958,7
4.4,0.343261173,0.381476287,0.391144392,0.436397315,0.469725379,0.458757862,0.416900437,0.418646636,0.427895184,0.400811585,0.518470572,0.581887604,0.600639478,0.628693823,0.626114238,7
33.6,0.103076114,0.109878741,0.110015769,0.152540808,0.161595207,0.179471178,0.171712958,0.156827832,0.139079066,0.143143779,0.153123731,0.183857061,0.21320648,0.225202148,0.253990063,7
42.8,0.241138459,0.267787229,0.268306739,0.303109233,0.310966205,0.301744294,0.267267985,0.268183395,0.27133168,0.263331765,0.298338892,0.332958305,0.354456516,0.368034347,0.380442895,7
25.7,0.231868038,0.254877959,0.25428153,0.259206036,0.239343511,0.23991926,0.243087152,0.230359053,0.216833057,0.211774384,0.228333948,0.268138966,0.287884131,0.285079367,0.2987554,7
0.1,0.342526608,0.37733998,0.384189352,0.429519052,0.459718661,0.449457442,0.408138115,0.40922291,0.418680896,0.392617605,0.504646901,0.571132525,0.590951651,0.626288501,0.626487696,7
0,0.521261085,0.59184135,0.545061014,0.572711121,0.602558772,0.599039577,0.628342228,0.597886353,0.586866861,0.585173976,0.599679434,0.620337001,0.617667062,0.616383144,0.623050756,8
0,0.705744038,0.770614917,0.697180028,0.713015177,0.702347114,0.694304122,0.705738747,0.649317788,0.649218676,0.644565937,0.691125603,0.701024188,0.703095312,0.689758093,0.707304867,8
7.9,0.500621664,0.54354235,0.571069049,0.607978144,0.664990053,0.751081067,0.824598826,1.00152609,1.049153835,1.1248053,1.199025245,1.291559762,1.381762753,1.432579626,1.534521394,4
5.3,0.24926822,0.242955621,0.249647885,0.281942358,0.296168138,0.355190277,0.398277056,0.536120771,0.564670241,0.629646275,0.693305297,0.749828207,0.799018712,0.882559995,0.990541358,7
19.4,0.417992775,0.451435632,0.492975013,0.517871138,0.597447594,0.689525187,0.78486713,0.938023795,0.985837056,1.054004235,1.127105302,1.211084853,1.264663369,1.331009664,1.436384143,4
1.1,0.161996981,0.180692635,0.205001495,0.242605932,0.268387657,0.31902263,0.384444288,0.473061255,0.498142397,0.54441229,0.59390397,0.636244597,0.676882177,0.728885634,0.767869156,7
2.7,0.443549515,0.460619542,0.503326612,0.547629129,0.603104261,0.640018141,0.68935653,0.729350929,0.750466999,0.802938906,0.864933547,0.884942316,0.898786446,0.924432708,0.991850531,7
5.7,0.475563059,0.492944593,0.52828292,0.580451231,0.634395453,0.709132656,0.757004446,0.890488757,0.93445652,1.015048131,1.054003561,1.14026757,1.218744515,1.261887035,1.405642462,0
5.4,0.524205409,0.559457135,0.588683038,0.634986899,0.689024337,0.777651447,0.840938773,1.006912076,1.058035591,1.151426741,1.217525654,1.300035618,1.38501487,1.448418673,1.599886715,0
3.5,0.29950524,0.311519555,0.321239925,0.353924078,0.385474169,0.40205465,0.410704261,0.423547354,0.433768301,0.448235655,0.471142424,0.50748495,0.526698187,0.599041845,0.644507668,7
3.5,0.395390591,0.407023282,0.441938954,0.482485058,0.55133091,0.595531246,0.669760183,0.731592746,0.777342027,0.856517824,0.934928602,0.951187178,0.975502073,1.014528092,1.103017612,7
1.8,0.336466035,0.335708581,0.36269734,0.390303647,0.428493044,0.463306935,0.515642051,0.592238643,0.610530789,0.682317587,0.762117583,0.795884948,0.837105861,0.882686334,0.967707646,7
33.5,0.390793405,0.413309675,0.426578943,0.457893778,0.524274989,0.591809668,0.688010464,0.75458887,0.817200736,0.910182652,1.019904429,1.078503072,1.106500864,1.157684018,1.212685373,7
31.6,0.368144752,0.404186087,0.440184552,0.470155944,0.535598998,0.604429137,0.703548429,0.847204117,0.884114417,0.95639135,1.032952819,1.111137697,1.139439733,1.207936257,1.293623071,4
23.2,0.180214083,0.185952733,0.217322122,0.229571122,0.255875334,0.304542356,0.359864867,0.455128044,0.468552961,0.510838805,0.570603409,0.6152332,0.64684582,0.688036461,0.732232191,7
31,0.262198137,0.279030016,0.312079338,0.317005538,0.361688497,0.412198429,0.469102375,0.578294211,0.590460476,0.642416842,0.710959488,0.774059218,0.815699377,0.86529893,0.931290797,7
61.2,0.304861293,0.333845711,0.343665814,0.368485627,0.407691828,0.46133399,0.524730685,0.645615852,0.677043726,0.745750741,0.806531297,0.892174535,0.930543501,0.993933311,1.056426642,4
21.8,0.417111418,0.466897443,0.495108604,0.51870266,0.594104893,0.674377106,0.775437023,0.939798299,0.969371982,1.035535877,1.118939813,1.187906762,1.237771045,1.299104841,1.374471691,7
42.8,0.409914402,0.424714031,0.459651134,0.492575741,0.55257431,0.640597297,0.71521332,0.859347871,0.911388768,0.986076152,1.047045609,1.136129026,1.195423125,1.264209927,1.393985063,7
25.8,0.249074409,0.260792408,0.285331045,0.292157409,0.329146144,0.384119639,0.440753696,0.543878993,0.573001256,0.623330326,0.688791452,0.754848435,0.790195878,0.848608751,0.912704449,4
34.9,0.289062553,0.309308798,0.340125593,0.359179174,0.401535692,0.465407503,0.52047728,0.635754832,0.656457302,0.708723894,0.773493805,0.831788869,0.879651633,0.932573603,0.99737194,7
34.4,0.159741581,0.155114673,0.168165754,0.186061767,0.212823094,0.249224842,0.286955976,0.368081891,0.40365211,0.48063213,0.556205353,0.579307963,0.621739078,0.652043128,0.720262588,7
25.6,0.260108337,0.259375775,0.277243648,0.295066518,0.328588618,0.391642235,0.453209289,0.571304882,0.60906961,0.658414693,0.727647728,0.789036057,0.826003317,0.8957518,0.96962902,4
78.1,0.311866947,0.336692465,0.359672189,0.376141446,0.425864024,0.481486137,0.542015745,0.664783663,0.6893542,0.749205256,0.818131992,0.888719328,0.938655341,0.995434393,1.056925532,7
24.4,0.295464131,0.303283994,0.318385043,0.340560534,0.386966167,0.420829603,0.480179719,0.552584166,0.590451521,0.655797933,0.743305503,0.77747231,0.822549032,0.867232694,0.934115664,7
23.5,0.436049554,0.462303905,0.502565303,0.529956002,0.606467853,0.712784659,0.795221759,0.949216822,1.007421753,1.076397691,1.147517041,1.236356686,1.304269276,1.367961611,1.478905802,4
25.1,0.427081824,0.476978329,0.506731351,0.529295594,0.604041652,0.687151378,0.787532372,0.954276075,0.98593052,1.050511522,1.133001204,1.203315917,1.256645815,1.319170296,1.399597171,7
22.3,0.242994498,0.255951842,0.291571856,0.293214945,0.333966382,0.383859389,0.44262583,0.541347998,0.554047853,0.602135244,0.6697076,0.730667523,0.767905872,0.817705851,0.885347369,7
22.1,0.29350403,0.29810337,0.302926239,0.331631744,0.358434784,0.373838751,0.378002379,0.387239374,0.394660754,0.405359454,0.424960277,0.460723428,0.480220273,0.561285464,0.621055772,7
0,0.44607923,0.441859412,0.47934974,0.52002337,0.557117585,0.619477234,0.646559386,0.764787623,0.779779365,0.847126104,0.88113439,0.952281633,1.001380939,1.026534301,1.129969096,0
4,0.674377106,0.775437023,0.939798299,0.969371982,1.035535877,1.118939813,1.187906762,1.237771045,1.299104841,1.374471691,1.546137324,1.574161938,1.566770336,1.646893606,1.639816851,0
4.8,0.251396767,0.263251662,0.277408481,0.293854852,0.309598288,0.329272607,0.354087051,0.368429078,0.416718322,0.44653605,0.502994352,0.55376197,0.67528506,0.687306038,0.696163504,7
1.8,0.585037634,0.596516443,0.69205333,0.691858643,0.742153614,0.777795939,0.823758872,0.853811159,0.851470745,0.939280858,1.004177399,1.041475479,1.055964662,1.120180413,1.077476129,8
4.7,0.619809165,0.669606528,0.702704969,0.707912927,0.755684566,0.807580762,0.821491807,0.833714226,0.864323985,0.918111713,0.994468088,1.012081476,1.082728648,1.093596129,1.126766028,7
3.6,0.67857284,0.73138814,0.8657686,0.904174117,0.982151965,1.023550133,1.107512532,1.175713881,1.219477886,1.355080311,1.488254966,1.5401939,1.543897578,1.634501451,1.637433258,0
19.3,0.522190644,0.563735143,0.682419897,0.69010801,0.754151118,0.809510796,0.8685546,0.891132059,0.935333348,1.041517838,1.132143809,1.181746708,1.209794236,1.251290119,1.23560617,0
25.5,0.383859389,0.44262583,0.541347998,0.554047853,0.602135244,0.6697076,0.730667523,0.767905872,0.817705851,0.885347369,1.002227276,1.010523918,0.989724752,1.041594406,1.042099689,0
24,0.246127549,0.303135089,0.409839688,0.458727791,0.517773576,0.581164017,0.605465951,0.652327796,0.687877027,0.750176022,0.863266101,0.85912305,0.871213748,0.889802651,0.916150677,7
33.1,0.206246998,0.238869029,0.303332901,0.330083939,0.381038287,0.443288834,0.464339551,0.505831758,0.541424556,0.594483883,0.670359142,0.698515783,0.745279258,0.75622674,0.788632925,7
46.5,0.403537536,0.46259057,0.571307123,0.608362677,0.65955823,0.724327723,0.796663615,0.830759087,0.894153872,0.958821119,1.097320832,1.080481203,1.073518472,1.115003159,1.111045914,0
30.5,0.516484321,0.580363742,0.713443523,0.739897493,0.797706913,0.869267334,0.933948891,0.98959086,1.047059485,1.110664207,1.252755156,1.248056086,1.237956156,1.3035209,1.302709063,0
35.3,0.304542356,0.359864867,0.455128044,0.468552961,0.510838805,0.570603409,0.6152332,0.64684582,0.688036461,0.732232191,0.84202055,0.849480175,0.847139822,0.879343737,0.905903816,7
29,0.46133399,0.524730685,0.645615852,0.677043726,0.745750741,0.806531297,0.892174535,0.930543501,0.993933311,1.056426642,1.196860422,1.175180782,1.163137332,1.208754478,1.197548976,0
24.4,0.756938551,0.832392887,0.995863318,1.054423213,1.127676549,1.201983606,1.292987782,1.364934533,1.427331868,1.54631877,1.708003491,1.747336853,1.745676176,1.818761063,1.808613822,0
65.7,0.355190277,0.398277056,0.536120771,0.564670241,0.629646275,0.693305297,0.749828207,0.799018712,0.882559995,0.990541358,1.105365323,1.110134432,1.114164397,1.142404997,1.149386302,7
29.8,0.315538042,0.372853272,0.47025951,0.503295086,0.548286815,0.60886406,0.646745476,0.68777252,0.740511877,0.803319533,0.922256939,0.918977662,0.923518166,0.958524565,0.970774541,4
34.1,0.391642235,0.453209289,0.571304882,0.60906961,0.658414693,0.727647728,0.789036057,0.826003317,0.8957518,0.96962902,1.09931344,1.089630088,1.089869868,1.128326508,1.131091078,4
41.1,0.481486137,0.542015745,0.664783663,0.6893542,0.749205256,0.818131992,0.888719328,0.938655341,0.995434393,1.056925532,1.196708544,1.185133232,1.170860974,1.229845348,1.225205328,0
41.6,0.443857405,0.500618366,0.616090805,0.631996231,0.687095536,0.754809563,0.818888729,0.865793636,0.916469099,0.980559582,1.113128204,1.114420509,1.096045072,1.151647264,1.148710086,0
34.9,0.465407503,0.52047728,0.635754832,0.656457302,0.708723894,0.773493805,0.831788869,0.879651633,0.932573603,0.99737194,1.130112867,1.137293099,1.123983745,1.180711293,1.186809046,0
33.2,0.319095686,0.364819493,0.457661653,0.494667863,0.574306286,0.658652591,0.699344005,0.747518978,0.798823704,0.882451446,1.022988154,1.010052309,1.036873968,1.070549479,1.108795514,7
0,0.056084497,0.057894665,0.072424857,0.078770573,0.086225511,0.101632743,0.104764911,0.120464291,0.13703295,0.152293804,0.181103492,0.218168909,0.268078951,0.279064971,0.298344709,7
1.4,0.950879201,0.98853451,1.016020864,1.056554866,1.11978494,1.212154227,1.242954734,1.315265324,1.323598703,1.323642769,1.333413039,1.362117059,1.373217127,1.415869468,1.386503963,7
3.6,0.703232077,0.749242473,0.794706205,0.844529409,0.923884963,1.041329441,1.036344699,1.06495014,1.090146241,1.116362394,1.124366847,1.15120018,1.190195508,1.234510893,1.242229462,7
